route_id,route_no,route_no_cbts,route_origin,route_destination,route_type,route_category,route_service,route_corridor,route_name,route_desc,route_dist_in,route_dist_out,state_id,depot_id,status,freq_min,freq_max,total_km,km_per_trip,travel_time,deadmileage,line_id,zone,pis_profile
867,T772,T7720,MRT KWASA SENTRAL ,BUKIT SUBANG,TEMPATAN,Normal,RAPID,,,MRT KWASA SENTRAL - BUKIT SUBANG,,27500.0,1,21,1,,,27.9,14.0,,36,,0,
868,T402,T4020,MRT TAMAN MIDAH PINTU A,LRT SALAK SELATAN,TEMPATAN,Normal,RAPID,,,MRT TAMAN MIDAH PINTU A - LRT SALAK SELATAN,,14900.0,1,22,1,,,15.1,15.1,,36,,0,
869,T305,T3050,MRT TAMAN MIDAH PINTU B,SRI NILAM,TEMPATAN,Normal,RAPID,,,MRT TAMAN MIDAH PINTU B - SRI NILAM,,20600.0,1,22,1,,,22.7,11.3,,42 KM,,0,
870,170,U1700,HAB WIRA DAMAI,STESEN LRT SENTUL,UTAMA,Normal,RAPID,,HAB WIRA DAMAI :: KL117 BSN LEBUH AMPANG,Hab Wira Damai ~ Stesen LRT Sentul,,27700.0,1,2,1,,,,,,14,,0,
871,171,U1710,HAB WIRA DAMAI,LEBUH AMPANG VIA SENTUL,UTAMA,Normal,RAPID,,HAB WIRA DAMAI :: BSN,Hab Wira Damai ~ Lebuh Ampang via Sentul,21200.0,19700.0,1,2,1,,,40.9,21.2,,14,,0,
872,172,U1720,,,UTAMA,Normal,RAPID,,TMN GREENWOOD :: KL1940 SOGO KL,Taman Greenwood ~ Sogo KL,,,1,2,0,,,18.7,11.0,,10,,0,
873,173,U1730,TAMAN JASA UTAMA,LEBUH AMPANG,UTAMA,Normal,RAPID,,TMN JASA UTAMA :: KL117 BSN LEBUH AMPANG,Taman Jasa Utama ~ Lebuh Ampang,21700.0,21500.0,1,2,1,,,43.1,21.7,,23,,0,
874,180,U1800,TAMAN DATO' SENU,HAB PASAR SENI,UTAMA,Normal,RAPID,,REST NALI`S :: PASAR SENI 1 (PLATFORM A6 - A8),Taman Dato' Senu ~ Hab Pasar Seni,9700.0,8600.0,1,2,1,,,18.3,9.7,,12,,0,
875,190,U1900,HAB DESA SRI HARTAMAS,LIN HO JALAN LEKIU,UTAMA,Normal,RAPID,,HENTIAN LALUAN 190 :: MAYBANK,Hab Desa Sri Hartamas ~ Lin Ho Jln Lekiu,11800.0,12300.0,1,2,1,,,24.1,12.3,,18,,0,
876,191,U1910,TERMINAL SRI SEGAMBUT,MONOREL CHOW KIT,UTAMA,Normal,RAPID,,TERMINAL SRI SEGAMBUT :: MAYBANK,Taman Sri Segambut~ Monorel Chow Kit,,19040.0,1,2,1,,,0,0.0,,18,,0,
877,202,U2020,HAB WIRA DAMAI,LEBUH AMPANG VIA GOMBAK,UTAMA,Normal,RAPID,,HAB WIRA DAMAI :: KL117 BSN LEBUH AMPANG,Hub Wira Damai ~ Lebuh Ampang via Gombak,20700.0,20500.0,1,2,1,,,41.2,20.7,,14,,0,
878,302,U3020,TITIWANGSA,KLCC,UTAMA,Normal,RAPID,,HUB TITIWANGSA :: AMBANK,Titiwangsa ~ KLCC,,9300.0,1,2,1,,,9.3,26.0,,26,,0,
879,690,U6900,,,UTAMA,Normal,RAPID,,PUDU SENTRAL :: TERMINAL BERSEPADU SELATAN,Pudu Sentral ~ Terminal Bersepadu Selatan,,,1,2,0,,,28.8,18.7,,20,,0,
880,821,U8210,PANTAI HILL PARK,HAB PASAR SENI,UTAMA,Normal,RAPID,,BKT ANGKASA/HAB :: PASAR SENI 6 (PLATFORM F1 - F2),Pantai Hill Park ~ Hab Pasar Seni,,16000.0,1,2,1,,,16,16.0,,26,,0,
881,822,U8220,STESEN LRT BANGSAR,BANGSAR SHOPPING CENTRE,UTAMA,Normal,RAPID,,PASAR SENI 3 (PLATFORM A1 - A2) :: BANGSAR SHOPPING CENTER (OPP),STESEN LRT BANGSAR ~ BANGSAR SHOPPING CENTRE,,11300.0,1,2,1,,,11.3,11.3,,20,,0,
882,851,U8510,HAB PASAR SENI,KOMPLEKS MAHKAMAH JALAN DUTA,UTAMA,Normal,RAPID,,PASAR SENI 3 (PLATFORM A1 - A2) :: KOMPLEKS MAHKAMAH KL,Hab Pasar Seni ~ Kompleks Mahkamah Jalan Duta,,16700.0,1,2,1,,,16.7,16.7,,20,,0,
883,852,U8520,,,UTAMA,Normal,RAPID,,HUB TITIWANGSA :: MENARA MATRADE,Titiwangsa ~ Solaris Dutamas,,,1,2,0,,,14.7,7.5,,10,,0,
884,T120,T1200,KOMPLEKS SUNGAI MAS,TAMAN MASTIARA,TEMPATAN,Normal,RAPID,,KOMPLEKS SG MAS :: RUMAH TERES,Kompleks Sungai Mas ~ Taman Mastiara,,7900.0,1,2,1,,,7.9,7.9,,12,,0,
885,T180,T1800,TAMAN DATO&AMP;#039; SENU,STESEN LRT SENTUL,TEMPATAN,Normal,RAPID,,REST NALI`S :: KL53 GRAND SEASONS HOTEL,Taman Dato' Senu ~ Stesen LRT Sentul,,5500.0,1,2,0,,,5.5,5.5,,12,,0,
886,T190,T1900,,,TEMPATAN,Normal,RAPID,,TERMINAL SRI SEGAMBUT :: KL524 SMK SEGAMBUT,Taman Sri Segambut ~ KTM Segambut,,,1,2,0,,,11.7,6.2,,18,,0,
887,T204,T2040,,,TEMPATAN,Normal,RAPID,,TMN GREENWOOD :: WISMA YATI AHMAD,Kampung Nakhoda ~ Taman Greenwood,,,1,2,0,,,20,20.0,,10,,0,
888,KTM2,S0102,,,OTHER,Shuttle,SH_KTM,,,KTM SENTUL - LRT SENTUL,,,1,2,0,,,,,,,,0,
889,KTM1,K0100,,,OTHER,Normal,SH_KTM,,,KTM Sentul - KL Sentral,,,1,2,0,,,,,,,,0,
890,200_OLD,200O,,,0,Normal,RAPID,,,Jetty - Masjid Negeri - Jetty,,,5,12,0,,,7,,,,,0,
891,CAT A,CT1A,PAYA TERUBONG,PAYA TERUBONG,OTHER,Shuttle,RAPID,,,Hub Paya Terubong - Air Itam - Paya Terubong,,10000.0,5,12,0,,,18.4,18.4,,15.4,,0,
892,CAT B,CT1B,MASJID NEGERI,PAYA TERUBONG,OTHER,Shuttle,RAPID,,,Hub Paya Terubong - Jalan Thein Teik - Masjid Negeri,,10000.0,5,12,0,,,18.8,18.4,,15.4,,0,
893,200,200,JETTY ,MASJID NEGERI,UTAMA,Normal,RAPID,,,Jetty - Masjid Negeri - Jetty,,20000.0,5,12,0,,,14.6,7.3,,20.8,,0,
894,SEWA KHAS,S0008,,,OTHER,Shuttle,SH_OTHER,,,Bas yang disewakan khas untuk kegunaan lain.,,,1,2,1,,,,,,,,0,
895,CAT  BM,CAT2,BUKIT MERTAJAM,BUKIT MERTAJAM,OTHER,Shuttle,RAPID,,,TERMINAL BAS BUKIT MERTAJAM - Jalan Arumugam-Jalan Aston-Jalan Usahaniaga-Jalan Kulim-Jalan Kampung ,,20000.0,5,15,0,,,16.1,16.1,,27.6,,0,
896,CAT BALIK PULAU,CAT3B,TERMINAL BALIK PULAU,GENTING,OTHER,Shuttle,RAPID,,,Terminal Balik Pulau - SJKC Chong Teik -IPD Barat Daya-Mahkamah Rendah Syariah Barat Daya -Kompleks ,6500.0,7000.0,5,14,0,,,13.2,13.2,,2.2,,0,
897,CAT NIBONG TEBAL,CAT4,NIBONG TEBAL,NIBONG TEBAL,OTHER,Shuttle,RAPID,,,Hub Nibong Tebal - Bukit Panchor - Transkrian -  Nibong Tebal,,15000.0,5,16,0,,,15.3,15.3,,6,,0,
898,PJ05,P0050,HAB BANDAR UTAMA,STESEN LRT TAMAN BAHAGIA,PJCT,Shuttle,PJCT,,HENTIAN BANDAR UTAMA :: TMN MEGAH,Hab Bandar Utama ~ Stesen LRT Taman Bahagia,,21200.0,1,7,1,,,18.2,9.0,,36.6,,0,
899,PJ06,P0060,HAB BANDAR UTAMA,DAMANSARA DAMAI,PJCT,Shuttle,PJCT,,HENTIAN BANDAR UTAMA :: MEDAN SELERA DAMANSARA DAMAI,Bandar Utama ~ Damansara Damai,,30500.0,1,7,1,,,30.5,15.0,,47.9,,0,
900,KTM3,S0103,,,OTHER,Shuttle,SH_KTM,,,KTM SEGAMBUT - KL SENTRAL,,,1,2,0,,,,,,,,0,
901,Cat Tanjung Tokong & Pulau Tikus,CAT5,TANJUNG BUNGAH ,PULAU TIKUS,OTHER,Shuttle,RAPID,,,CAT  Tanjung Tokong Pulau Tikus		,,10000.0,5,11,0,,,12,12.0,,13.6,,0,
902,IKEA,S6030,,,,Shuttle,SH_OTHER,,LRT KELANA JAYA :: IKEA,Kelana Jaya ~ Ikea / Ikano,,,1,2,0,,,0,,,0,,0,
903,MPS1,S0070,SELAYANG MUTIARA,STESEN LRT GOMBAK,SS,Shuttle,SS_MPS,,HUB BAS BBS :: LRT GOMBAK,Selayang Mutiara ~ Stesen LRT Gombak,,64000.0,1,2,1,,,60,31.0,,20,,0,
904,PBD1,S0100,STESEN MRT SEMANTAN,DAMANLELA OPEN CARPARK,OTHER,Shuttle,SH_OTHER,,MRT PBD :: DAMANLELA CARPARK,Stesen MRT Semantan  ~ Damanlela Open CarPark,,2600.0,1,2,1,,,,0.0,,30,,0,
905,GREEN,S0010,KLCC,BUKIT BINTANG,GOKL,Shuttle,GoKL,,KL94 KLCC (UTARA) :: KL86 MRT BUKIT BINTANG/HSBC,KLCC ~ Bukit Bintang,,7000.0,1,2,0,,,7.5,7.5,,26,,0,
906,BLUE,S0090,TITIWANGSA,BUKIT BINTANG,GOKL,Shuttle,GoKL,,HUB TITIWANGSA :: STARHILL GALLERY ,Titiwangsa ~ Bukit Bintang,,12000.0,1,2,0,,,13,13.0,,26,,0,
907,MPS2,S1090,,,SS,Shuttle,SS_MPS,,TESCO RAWANG :: TERMINAL BAS RAWANG,Tesco Rawang ~ KTM Rawang,,,1,2,0,,,16.5,8.5,,33,,0,
908,PURPLE,S0020,PASAR SENI,BUKIT BINTANG,GOKL,Shuttle,GoKL,,PASAR SENI 2 (PLATFORM A3 - A5) :: KL86 MRT BUKIT BINTANG/HSBC,Pasar Seni ~ Bukit Bintang,,9000.0,1,2,0,,,6.5,3.7,,20,,0,
909,RED,S0080,TITIWANGSA,KL SENTRAL,GOKL,Shuttle,GoKL,,HUB TITIWANGSA :: KL SENTRAL,Titiwangsa ~ KL Sentral,,13000.0,1,2,0,,,13.8,7.2,,28,,0,
910,AJ01,S0040,,,SS,Shuttle,SS_MPAJ,,HAB UKAY PERDANA :: FASA 5A 1,Ukay Perdana ~ Taman Melawati via Sg. Sering,,,1,2,0,,,21,11.0,,34.2,,0,
911,CAT BATU KAWAN,CAT6,BATU KAWAN,TASEK MUTIARA,OTHER,Shuttle,RAPID,,,Hub Design Village - Petronas Tasek,,10000.0,5,16,0,,,40.0,20.0,,24,,0,
912,CAT GEORGETOWN 2,CATG,GEORGETOWN,KOMTAR,OTHER,Shuttle,RAPID,,,Komtar to Komtar - Loop,10000.0,10000.0,5,13,0,,,8.6,,,4.6,,0,
913,CAT BERTAM,CAT8,DATO KAILAN,MYDIN BERTAM,OTHER,Shuttle,RAPID,,,Hub Dato Kailan to Mydin Bertam,,12000.0,5,15,0,,,38.7,19.4,,32.6,,0,
914,BEST A,BS A,PENANG BRIDGE, FIZ,OTHER,Normal,RAPID,,,PENANG BRIDGE TO FIZ,,30000.0,5,15,0,,,63.3,31.7,,14,,0,
915,CAT BAYAN BARU,CAT9,BAYAN BARU LOOP,BAYAN BARU LOOP,OTHER,Shuttle,RAPID,,,PEKAN BAYAN BARU LOOP,,6000.0,5,12,0,,,9.9,9.9,,7.8,,0,
916,CAT ALMA,CT10,ALMA,PERMATANG TINGGI,OTHER,Shuttle,RAPID,,,ALMA TO PERMATANG TINGGI,,26000.0,5,15,0,,,19.2,19.2,,40.8,,0,
917,CAT SUNGAI DUA,CT11,USM,BAYAN BARU,OTHER,Shuttle,RAPID,,,USM TO SUNGAI DUA TO USM,,10000.0,5,12,0,,,15.8,15.8,,5.4,,0,
918,CT12,CT12,P.SENTRAL,SEBERANG JAYA,UTAMA,Shuttle,RAPID,,,PENANG SENTRAL TO TESCO SEBERANG JAYA,1885.0,1750.0,5,15,0,,,36.3,18.2,,11.2,,0,
921,AJ04,S1140,PANDAN PERDANA,HOSPITAL AMPANG,SS,Shuttle,SS_MPAJ,,AJ276 PANDAN HEIGHT :: AJ156 HOSPITAL AMPANG,Pandan Perdana ~ Hospital Ampang,,14200.0,1,4,1,,,12.6,12.6,,6,,0,
922,MRT1,MRT10,,,OTHER,,RAPID,,,MRT KWASA SENTRAL-MRT SG BULOH,,,1,21,0,,,12,,,8,,0,
923,SA06,S4060,STESEN KTM SEKSYEN 19,KOTA KEMUNING,SS,Shuttle,SS_MBSA,,SA442 HENTIAN SEKSYEN 19 :: PUSAT PERNIAGAAN KOTA KEMUNING,KTM Seksyen 19 ~ Kota Kemuning,,28000.0,1,7,0,,,28,28.0,,13,,0,
924,SAMAGAGAH,U0600,,,OTHER,Shuttle,RAPID,,,Mak Mandin  ke SMK Samagagah,,,5,15,1,,,7.7,3.9,,6.4,,0,
925,E1,R0100,,,UTAMA,Normal,RAPID,,,Putra Height ~ KLIA1 & KLIA2,,,1,7,0,,,74,74.0,,19,,0,
926,SJ05,S2040,TERMINAL PUTRA PERMAI,TAMAN SERDANG JAYA,SS,Shuttle,SS_MPSJ,,,Terminal Putra Permai~Taman Serdang Jaya,,26000.0,1,5,1,,,26,26.0,,28,,0,
927,SJ04,S1080,KTM SERDANG,HOSPITAL SERDANG,SS,Shuttle,SS_MPSJ,,,KTM Serdang ~ Hospital Serdang,14800.0,12800.0,1,5,1,,,23.2,12.8,,14,,0,
928,ORANGE,S0110,TITIWANGSA,MINDEF,GOKL,Shuttle,GoKL,,,Titiwangsa ~ MINDEF,,10400.0,1,2,0,,,10.2,10.2,,28,,0,
929,KJ04,S1170,TERMINAL KAJANG,BANDAR BARU BANGI,SS,Shuttle,SS_MPKj,,,Terminal Kajang ~ Bandar Baru Bangi,,23600.0,1,5,1,,,51,51.0,,40,,0,
930,KJ05,S1270,,,SS,Shuttle,SS_MPKj,,,Terminal Kajang~Bandar Baru Bangi,,,1,5,0,,,17.5,,,,,0,
931,CITY,S6040,,,OTHER,Shuttle,SH_OTHER,,,Stesen KTM Padang Jawa ~ I-CITY,,,1,7,0,,,6.6,,,19.6,,0,
932,PINK,S0210,PPR RIA,STESEN LRT UNIVERSITI,GOKL,Shuttle,GoKL,,,PPR Ria ~ Stesen LRT Universiti,,7300.0,1,2,0,,,7.3,7.3,,38,,0,
933,613,613,P.SENTRAL,PADANG SERAI,UTAMA,Normal,RAPID,,,PENANG SENTRAL TO PADANG SERAI,,,5,15,1,,,68.0,34.0,,40,,0,
936,T3009,T3009,,,TEMPATAN,Normal,OS_KIFFAH,,,Bukit Indah~Ampang Point via Jalan Resmi,,,1,4,0,,,11.1,0.0,,19,,0,
938,403,K4030,HENTIAN BANDAR / SMK SUNGAI SOI,SMK SUNGAI SOI/HENTIAN BANDAR ,UTAMA,Normal,RAPID,,,HENTIAN BANDAR / SMK SUNGAI SOI,,33000.0,8,10,0,,,32.4,16.2,,24.1,,0,
939,SA07,S4070,STESEN KTM BATU 3,SEKSYEN 20 VIA HICOM,SS,Shuttle,SS_MBSA,,,Stesen KTM Batu 3 ~ Seksyen 20 via HICOM,,15900.0,1,7,1,,,15.9,15.9,,10,,0,
940,SA08,S4080,STESEN LRT ALAM MEGAH,KOTA KEMUNING,SS,Shuttle,SS_MBSA,,,Stesen LRT Alam Megah ~ Kota Kemuning,,29800.0,1,7,1,,,29.8,29.8,,12,,0,
941,T792,T7920,,,TEMPATAN,Normal,RAPID,,,LRT USJ 7 ~ Pangsapuri SS19,,,1,7,0,,,9.9,9.9,,20,,0,
942,SEWA KHAS,SK,,,OTHER,Normal,SH_OTHER,,,Bas yang disewakan khas untuk kegunaan lain,,,5,23,0,,,,0.0,,,,0,
943,TURQUOISE,S0310,STESEN LRT DATO&AMP;#039; KERAMAT,KELUMPOK BAMBU (SETIAWANGSA),GOKL,Shuttle,GoKL,,,Stesen LRT Dato' Keramat~Kelumpuk Bambu (Setiawangsa),,10000.0,1,2,0,,,10,10.0,,32.6,,0,
944,MOTO1,S7000,,,OTHER,Shuttle,SH_OTHER,,,KL Sentral ~ SIC,,,1,2,0,,,111.4,0.0,,,,0,
945,MOTO2,S7010,,,OTHER,Shuttle,SH_OTHER,,,KLCC ~ SIC,,,1,7,0,,,117.9,0.0,,,,0,
946,MOTO3,S7020,,,OTHER,Shuttle,SH_OTHER,,,KLIA2 ~ SIC ,,,1,4,0,,,26.8,0.0,,,,0,
947,MOTO4,S7030,,,OTHER,Shuttle,SH_OTHER,,,SIC SHUTTLE,,,1,5,0,,,6.5,0.0,,,,0,
948,MOTO4,S7030,,,OTHER,Shuttle,SH_OTHER,,,SIC SHUTTLE,,,1,4,0,,,6.5,0.0,,,,0,
949,851B,U8511,-,-,UTAMA,Normal,RAPID,,,Pasar Seni ~ Kompleks Mahkamah Jalan Duta via Parlimen,,0.0,1,2,0,,,24.2,11.0,,20,,0,
950,BC2,S6020,,,OTHER,Normal,RAPID,,,Pasar Seni ~ Batu Caves (Thaipusam),,,1,2,0,,,,0.0,,,,0,
951,BC2,S6020,,,OTHER,Normal,RAPID,,,Pasar Seni ~ Batu Caves (Thaipusam),,,1,5,0,,,,0.0,,,,0,
952,BC3,S6050,LRT GOMBAK ,BATU CAVES (THAIPUSAM),OTHER,Shuttle,RAPID,,,LRT Gombak ~ Batu Caves (Thaipusam),,13300.0,1,2,1,,,,0.0,,12.3,,0,
953,T792B,T7921,,,TEMPATAN,Normal,RAPID,,,LRT USJ 7 ~ SMK USJ 12,,,1,7,0,,,9.9,0.0,,22.6 KM,,0,
954,403,403,BLK.PULAU,P.BETONG,UTAMA,Normal,RAPID,,,Balik Pukau - Pulau Betong,,10000.0,5,12,0,,,29.2,29.2,,10,,0,
955,404,404,BLK.PULAU,P.ACHEH,UTAMA,Normal,RAPID,,,Balik Pulau - Pantai Acheh,,15000.0,5,12,0,,,34.2,34.2,,15,,0,
956,T406B,T4061,CHERAS BATU 10,SUNGAI LUI,TEMPATAN,Normal,RAPID,,,Cheras Batu 10 ~ Sungai Lui,26200.0,26000.0,1,5,1,,,46,46.0,,10,,0,
957,SA03B,S4031,-,-,SS,Normal,RAPID,,,"KTMB Seksyen 19 ~ Seksyen 19,20",,0.0,1,7,0,,,7,7.0,,13,,0,
958,SJ03,S2030,SMK BANDAR PUCHONG JAYA,STESEN LRT KINRARA BK5,SS,Shuttle,SS_MPSJ,,,SMK Bandar Puchong Jaya ~ Stesen LRT Kinrara BK5,,14800.0,1,5,1,,,14.8,14.8,,46,,0,
959,SJ02,S2020,STESEN LRT PUSAT BANDAR PUCHONG,STESEN LRT SS18,SS,Shuttle,SS_MPSJ,,,Stesen LRT Pusat Bandar Puchong ~ Stesen LRT SS18,,21600.0,1,5,1,,,21.6,21.6,,40,,0,
960,MAROON,S0410,PPR PEKAN BATU &AMP;AMP; PPR BATU MUDA,STESEN LRT SENTUL,GOKL,Shuttle,GoKL,,,PPR Pekan Batu & PPR Batu Muda ~ Stesen LRT Sentul,,16100.0,1,2,0,,,16.1,16.1,,13.5,,0,
961,CT13,CT13,SUNWAY S.JAYA,BAYAN BARU,OTHER,Normal,RAPID,,,SEBERANG JAYA TO BAYAN BARU,,,5,12,1,,,45,22.5,,14,,0,
962,CT13,CT13,SUNWAY S.JAYA,BAYAN BARU,OTHER,Normal,RAPID,,,SEBERANG JAYA TO BAYAN BARU,,,5,15,1,,,45,22.5,,14,,0,
963,AJ01,S0040,UKAY PERDANA,TAMAN MELAWATI VIA SG. SERING,SS,Shuttle,SS_MPAJ,,,Ukay Perdana ~ Taman Melawati via Sg. Sering,10000.0,11200.0,1,4,1,,,21,11.0,,27.8,,0,
964,T252,T2520,-,-,TEMPATAN,Normal,RAPID,,,LRT Wangsa Maju ~ PPR Rejang ~ PPR Sungai Bonus,,,1,2,0,,,9.5,9.5,,20,,0,
965,KLG3A,S3020,TAMAN ANDALAS,BANDAR KLANG,SS,Shuttle,SS_MPK,,,Taman Andalas ~ Bandar Klang,,23500.0,1,7,0,,,23.5,23.5,,36,,0,
966,KLG3B,S3030,BANDAR PUTERA,BANDAR KLANG,SS,Shuttle,SS_MPK,,,Bandar Putera ~ Bandar Klang,,22000.0,1,7,0,,,22,22.0,,28,,0,
967,MPS2A,S1190,LOTUS RAWANG ,RAWANG PERDANA,SS,Shuttle,SS_MPS,,,Lotus Rawang ~ Rawang Perdana,,30000.0,1,2,1,,,29.5,29.5,,34.7,,0,
968,MPS2B,S1290,LOTUS RAWANG ,TAMAN GARING UTAMA,SS,Shuttle,SS_MPS,,,Lotus Rawang ~ Taman Garing Utama,,28000.0,1,2,1,,,27.4,27.4,,34.7,,0,
969,CHOCOLATE,S0510,STESEN LRT SRI RAMPAI,SEKSYEN 10 WANGSA MAJU,GOKL,Shuttle,GoKL,,,Stesen LRT Sri Rampai ~ Seksyen 10 Wangsa Maju,,12200.0,1,2,0,,,12.2,6.1,,26,,0,
970,FERI,FERI,SPCT,TERMINAL JETTY,OTHER,Shuttle,RAPID,,, Swettenham Pier Cruise Terminal -   Swettenham Pier  Cruise Terminal  - Loop,,2000.0,5,13,0,,,2.0,2.0,,2,,0,
971,E250,E2500,,,UTAMA,Normal,RAPID,,,LRT Wangsa Maju ~ Lebuh Ampang,,,1,2,0,,,27.5,15.0,,20,,0,
972,E300,E3000,,,UTAMA,Normal,RAPID,,,Sri Nilam ~ Lebuh Ampang,,,1,4,0,,,34,34.0,,6,,0,
973,E600,E6000,,,UTAMA,Normal,RAPID,,,Terminal Puchong Utama ~ Pasar Seni,,,1,5,0,,,48,24.5,,34,,0,
974,E300,E300H,BAYAN BARU,JETTY ,UTAMA,Normal,RAPID,,,BAYAN BARU TO JETTY ,,15000.0,5,12,0,,,19,19.0,,7,,0,
975,T103,T1030,MRT DAMANSARA DAMAI,SUTERA DAMANSARA,TEMPATAN,Normal,RAPID,,,MRT DAMANSARA DAMAI - SUTERA DAMANSARA,5300.0,10600.0,1,21,1,,,,,,,,0,
976,T106,T1060,MRT SRI DAMANSARA BARAT,BANDAR SRI DAMANSARA,TEMPATAN,Normal,RAPID,,,MRT SRI DAMANSARA BARAT - BANDAR SRI DAMANSARA,,9400.0,1,21,1,,,,,,15.8,,0,
977,T107,T1070,MRT SRI DAMANSARA SENTRAL,TAMAN WANGSA PERMAI,TEMPATAN,Normal,RAPID,,,MRT SRI DAMANSARA SENTRAL - TAMAN WANGSA PERMAI,,6700.0,1,21,1,,,,,,18.8,,0,
978,T108,T1080,MRT DAMANSARA SENTRAL,BANDAR MENJALARA,TEMPATAN,Normal,RAPID,,,MRT DAMANSARA SENTRAL - BANDAR MENJALARA,,14100.0,1,21,1,,,,,,18.8,,0,
979,T109,T1090,MRT SRI DAMANSARA SENTRAL ,DESA PARKCITY,TEMPATAN,Normal,RAPID,,,MRT SRI DAMANSARA SENTRAL - DESA PARKCITY,,12400.0,1,21,1,,,,,,18.8,,0,
980,T110,T1100,MRT SRI DAMANSARA TIMUR,TMN DESA JAYA/DESA AMAN PURI,TEMPATAN,Normal,RAPID,,,MRT SRI DAMANSARA TIMUR - TMN DESA JAYA/DESA AMAN PURI,,8000.0,1,21,1,,,,,,22,,0,
981,T111,T1110,MRT SRI DAMANSARA TIMUR,TAMAN EHSAN/KEPONG ULU,TEMPATAN,Normal,RAPID,,,MRT SRI DAMANSARA TIMUR - TAMAN EHSAN/KEPONG ULU,,8200.0,1,21,1,,,,,,22,,0,
982,T112,T1120,MRT METRO PRIMA,TAMAN KEPONG,TEMPATAN,Normal,RAPID,,,MRT METRO PRIMA - TAMAN KEPONG,,4100.0,1,21,1,,,,,,26,,0,
983,T113,T1130,MRT METRO PRIMA,KEPONG ENTREPRENEURS PARK,TEMPATAN,Normal,RAPID,,,MRT METRO PRIMA - KEPONG ENTREPRENEURS PARK,,3800.0,1,21,1,,,,,,26,,0,
984,T114,T1140,MRT METRO PRIMA,BANDAR BARU SELAYANG,TEMPATAN,Normal,RAPID,,,MRT METRO PRIMA - BANDAR BARU SELAYANG,,17500.0,1,21,1,,,,,,26,,0,
985,T115,T1150,MRT KEPONG BARU,TAMAN SRI SINAR,TEMPATAN,Normal,RAPID,,,MRT KEPONG BARU - TAMAN SRI SINAR,,8800.0,1,21,1,,,,,,32.8,,0,
987,T116,T1160,MRT JINJANG,JINJANG UTARA,TEMPATAN,,RAPID,,,MRT JINJANG - JINJANG UTARA,3500.0,7000.0,1,21,0,,,,,,,,0,
988,T117,T1170,MRT JINJANG,TAMAN SRI SEGAMBUT,TEMPATAN,Normal,RAPID,,,MRT JINJANG - TAMAN SRI SEGAMBUT,,4600.0,1,21,1,,,,,,33.8,,0,
989,T118,T1180,MRT SRI DELIMA,TAMAN KOK DOH,TEMPATAN,Normal,RAPID,,,MRT SRI DELIMA - TAMAN KOK DOH,,4900.0,1,21,1,,,,,,34.8,,0,
990,PAVILION BUKIT JALIL (PAVBJ),S6060,STESEN LRT AWAN BESAR,PAVILION BUKIT JALIL,UTAMA,Normal,RAPID,,,Stesen LRT Awan Besar ~ Pavilion Bukit Jalil,,6500.0,1,5,1,,,,,,21,,0,
991,MPS3,S1390,BATU ARANG,MRT SG. BULOH,SS,Shuttle,SS_MPS,,,Batu Arang ~ MRT Sg. Buloh,31000.0,30400.0,1,2,1,,,,,,16.4,,0,
992,MPS4,S1490,WANGSA PERMAI,BANDAR BARU SELAYANG,SS,Shuttle,SS_MPS,,,Wangsa Permai ~ Bandar Baru Selayang,,23600.0,1,2,1,,,,,,25.8,,0,
993,SU13A,S0131,SETIA CITY,KOMUNITI U13,SS,Shuttle,SS_MPS,,,Setia City ~ Komuniti U13,,24000.0,1,7,1,,,,,,42.3,,0,
994,SU13B,S0132,SETIA CITY,KOMUNITI U13 B,SS,Shuttle,SS_MPS,,,Setia City ~ Komuniti U13 B,,11500.0,1,7,0,,,,,,,,0,
997,T776B,T7761,LRT USJ7,PANGSAPURI ANGSANA,TEMPATAN,Normal,RAPID,,,LRT USJ7 ~ Pangsapuri Angsana,,5300.0,1,7,0,,,,,,20,,0,
998,T581B,T5811,PPR BUKIT JALIL,LRT ALAM SUTERA,TEMPATAN,Normal,RAPID,,,PPR Bukit Jalil ~ LRT Alam Sutera,,7000.0,1,5,0,,,,,,28,,0,
999,CH01,H1010,LRTARADAMANSARA,PASARSENI,OTHER,Shuttle,RAPID,,,LRTAraDamansara~PasarSeni,17300.0,21200.0,1,5,0,,,,,,16,,0,
1000,CH02,H1020,LRTARADAMANSARA,LRTKELANAJAYA,OTHER,Shuttle,RAPID,,,LRTAraDamansara~LRTKelanaJaya,,6300.0,1,7,0,,,,,,28.8,,0,
1001,T502,T502B,PEKAN GENTING,PAYA TERUBONG,UTAMA,Normal,RAPID,,,Hub Pekan Genting to Paya Terubong ,1370.0,1400.0,5,14,1,,,,,,,,0,
1002,DS01,XR0200,LRT AMPANG,KLCC ( VIA AKLEH ),OTHER,Normal,RAPID,,,LRT Ampang ~ KLCC ( via AKLEH ),,17700.0,1,4,0,,,,,,7.8 KM,,0,
1003,DS01(AM),R0200,LRT AMPANG,KLCC (VIA AKLEH),OTHER,,RAPID,,,LRT Ampang ~ KLCC (via AKLEH),,19200.0,1,4,1,,,,,,7.8KM,,0,
1004,DS01(PM),R0210,LRT AMPANG ,KLCC (VIA AKLEH),OTHER,,RAPID,,,LRT Ampang ~ KLCC (via AKLEH),,19200.0,1,4,1,,,,,,7.8KM,,0,
